Sample ID	Sex	Verbose Population ID	Simple Population ID	Region	Country	Town or more precise location	Latitude	Longitude	In analysis dataset (1=yes, 0=no)	Release conditions (1=fully public, 0=signed letter)	Contributor for unpublished samples (*indicates a contributor who wished to be acknowledged rather than being listed as an author)											
AshkenaziJew5704	F	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	1	1	The National Laboratory for the Genetics of Israeli Populations 											
AshkenaziJew5728	F	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	1	1	The National Laboratory for the Genetics of Israeli Populations 											
AshkenaziJew5775	M	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	0	1	The National Laboratory for the Genetics of Israeli Populations 											
AshkenaziJew5779	F	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	1	1	The National Laboratory for the Genetics of Israeli Populations 											
AshkenaziJew5780	M	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	0	1	The National Laboratory for the Genetics of Israeli Populations 											
AshkenaziJew5782	M	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	1	1	The National Laboratory for the Genetics of Israeli Populations 											
AshkenaziJew5783	M	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	1	1	The National Laboratory for the Genetics of Israeli Populations 											
AshkenaziJew5788	M	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	1	1	The National Laboratory for the Genetics of Israeli Populations 											
AshkenaziJew5790	M	Ashkenazi_Jew	Ashkenazi_Jew	WestEurasia	Poland	migrants_collected_in_Israel	52.2333333333	21.0166666667	1	1	The National Laboratory for the Genetics of Israeli Populations 											
bal102	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal124	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal136	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal22	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal41	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal42	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal45	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal50	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal64	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
bal97	M	Balkar	Balkar	WestEurasia	Russia	Nalchik_in_Kabardino-Balkar-Republic	43.483333	43.616667	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch113	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch126	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch16	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch174	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch179	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch193	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch21	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch3	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
ch31	M	Chechen	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.333333	45.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash13	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash20	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash22	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash24	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash25	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash26	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash29	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash31	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash33	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Chuvash37	M	Chuvash	Chuvash	WestEurasia	Russia	Cheboksary_in_Chuvash_Republic	56.110278	47.251111	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kumyks40	F	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	1	1	ovians5	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.2	45.2	1	1	Mait Met
kumyks41	M	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kumyks44	M	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kumyks90	F	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kumyks92	M	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	0	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kumyks93	M	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kumyks94	F	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kumyks97	F	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kumyks98	F	Kumyk	Kumyk	WestEurasia	Russia	Khasavyurt_in_Dagestan	43.25	46.583333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez31	M	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez33	M	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez36	M	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez37	M	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez38	M	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez40	M	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez42	M	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	0	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez49	M	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez7	F	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
lez9	F	Lezgin	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.116667	48.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians1	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians17	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians22	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians27	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians28	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians30	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians31	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians32	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians4	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Mordovians5	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.183333	45.183333	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay24	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay25	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay33	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay34	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay35	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay42	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay44	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay45	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
nogay46	M	Nogai	Nogai	WestEurasia	Russia	Erkin-Hulk_in_Karachay–Cherkess_Republic_Nogaysky_District	44.37252	41.93765	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia11	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia12	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia14	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia17	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	ovians5	M	Mordovian	Mordovian	WestEurasia	Russia	Saransk_in_Republic_of_Mordova	54.2	45.2	1	1	Mait Met
NorthOssetia19	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia2	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia3	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia5	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia8	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
NorthOssetia9	M	North_Ossetian	North_Ossetian	WestEurasia	Russia	Vladikavkaz_in_Republic_of_North_Ossetia–Alania	43.016667	44.65	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
HGDP00879	M	Russian	Russian	WestEurasia	Russia	Vologda Administrative Region	61	40	1	1	Patterson et al. 2012											
HGDP00880	M	Russian	Russian	WestEurasia	Russia	Vologda Administrative Region	61	40	1	1	Patterson et al. 2012											
HGDP00881	F	Russian	Russian	WestEurasia	Russia	Vologda Administrative Region	61	40	0	1	Patterson et al. 2012											
HGDP00882	M	Russian	Russian	WestEurasia	Russia	Vologda Administrative Region	61	40	1	1	Patterson et al. 2012											
HGDP00883	M	Russian	Russian	WestEurasia	Russia	Vologda Administrative Region	61	40	1	1	Patterson et al. 2012											
HGDP00884	F	Russian	Russian	WestEurasia	Russia	Vologda Administrative Region	61	40	1	1	Patterson et al. 2012											
